ln_seq_number,Ln,credit_score,first_time_homebuyer_flag,mi_percent,unit_cnt,occupancy_status,orig_cltv,orig_debt_to_inc,orig_ltv,orig_int_rate,property_st,property_type,ln_purpose,curr_ln_delq_stas
F112Q2012253,1087,814,N,0,1,P,80,48,80,4,AL,SF,P,0
F112Q2011711,1088,727,Y,0,1,P,80,18,80,4,OH,SF,P,0
F112Q2009080,1089,760,Y,0,1,P,80,34,80,4,WI,SF,P,0
F112Q2010431,1090,797,Y,0,1,P,80,25,80,4,MO,SF,P,1
F112Q2012159,1091,747,N,12,1,P,82,41,82,4,NE,PU,N,0
F112Q2010987,1092,760,Y,30,1,P,95,29,95,4,OH,SF,P,0
F112Q2008183,1093,708,N,0,1,P,80,40,80,4,OH,SF,C,1
F112Q2008130,1094,781,Y,0,1,P,80,37,80,4,VA,SF,P,1
F112Q2010200,1095,754,N,0,1,P,76,38,76,5,MI,SF,N,0
F112Q2008735,1096,794,N,0,1,P,70,26,70,4,IL,CO,N,0
F112Q2009378,1097,714,N,0,1,P,80,44,80,4,VA,SF,N,0
F112Q2012782,1098,777,N,0,1,P,60,26,60,4,VA,SF,N,0
F112Q2009102,1099,798,N,0,1,P,80,29,80,4,WI,SF,P,0
F112Q2011726,1100,766,N,0,1,P,79,30,79,4,MO,SF,C,0
F112Q2008250,1101,738,N,0,1,P,67,44,62,4,MD,SF,N,0
F112Q2009185,1102,720,N,0,1,P,80,27,80,4,IN,SF,C,0
F112Q2009406,1103,802,N,0,1,P,52,42,52,4,MA,SF,P,0
F112Q2012183,1104,782,N,30,1,P,95,31,95,4,AR,PU,P,0
F112Q2008486,1105,798,Y,25,1,P,90,27,90,4,NC,SF,P,0
F112Q2012124,1106,762,N,0,1,P,55,27,46,4,PA,SF,C,0
F112Q2009547,1107,818,N,0,1,P,48,47,48,4,DC,CO,C,0
F112Q2009958,1108,766,Y,30,1,P,95,36,95,4,MN,SF,P,0
F112Q2009555,1109,705,N,0,1,P,72,45,72,4,WI,SF,C,0
F112Q2008773,1110,814,N,0,1,P,51,31,51,4,KY,SF,N,0
F112Q2010321,1111,736,N,0,1,P,80,31,80,5,OK,SF,C,0
F112Q2010084,1112,807,N,0,1,P,75,17,75,4,CA,SF,C,0
F112Q2008955,1113,740,N,0,1,P,76,35,76,4,IN,SF,C,0
F112Q2010695,1114,807,N,0,1,P,50,14,50,4,VA,SF,N,0
F112Q2008523,1115,782,N,30,1,P,95,38,95,4,NH,PU,P,0
F112Q2011306,1116,757,Y,0,1,P,80,22,80,4,OH,SF,P,0
F112Q2011330,1117,715,N,0,1,P,80,32,80,4,CA,SF,C,0
F112Q2010527,1118,765,N,0,1,P,79,30,79,4,IL,SF,N,0
F112Q2011464,1119,812,N,0,1,S,62,19,62,4,DE,CO,N,0
F112Q2011930,1120,776,N,0,1,P,80,46,80,4,NM,SF,P,0
F112Q2012613,1121,690,N,0,1,P,80,41,80,5,OK,SF,C,0
F112Q2010219,1122,762,N,0,1,P,79,22,79,5,VA,SF,N,0
F112Q2011327,1123,735,N,0,1,P,80,29,80,4,IL,CO,N,0
F112Q2012847,1124,693,N,0,1,P,49,32,49,4,MA,SF,N,0
F112Q2010303,1125,732,N,0,1,P,57,30,57,4,VT,SF,C,0
F112Q2009541,1126,691,N,0,1,P,75,20,75,4,KY,PU,C,0
F112Q2009864,1127,789,N,0,1,P,74,45,66,4,WI,SF,N,0
F112Q2012401,1128,692,N,0,1,I,80,39,80,5,NJ,SF,P,0
F112Q2009574,1129,691,N,0,1,P,80,46,80,4,VT,SF,C,0
F112Q2011988,1130,740,Y,0,1,P,80,35,80,4,WA,SF,P,0
F112Q2012424,1131,692,N,0,1,P,80,33,80,4,GU,SF,N,0
F112Q2008832,1132,647,N,0,1,P,80,46,80,5,MO,SF,P,0
F112Q2010857,1133,808,N,0,1,P,28,41,28,4,ME,SF,N,0
F112Q2012146,1134,770,N,0,1,P,77,54,77,4,MO,SF,C,0
F112Q2010265,1135,807,N,0,1,P,73,26,73,4,MA,CO,N,0
F112Q2009064,1136,776,Y,12,1,P,83,40,83,4,MA,CO,P,0
F112Q2008469,1137,642,N,0,1,P,76,40,76,5,IA,SF,N,0
F112Q2010666,1138,670,Y,0,1,P,80,20,80,4,NH,SF,P,0
F112Q2009841,1139,696,Y,30,1,P,93,33,93,4,MN,SF,P,0
F112Q2011705,1140,811,N,0,1,P,51,17,51,4,OH,SF,N,0
F112Q2008766,1141,763,Y,25,1,P,90,22,90,4,IL,SF,P,0
F112Q2010548,1142,756,N,0,1,P,72,34,72,4,CA,SF,C,0
F112Q2012029,1143,795,N,0,1,P,54,27,54,4,NC,SF,N,0
F112Q2008003,1144,771,N,0,1,S,51,16,51,4,NY,SF,C,0
F112Q2010784,1145,728,N,0,1,S,80,29,80,4,NC,SF,P,0
F112Q2011362,1146,769,N,12,1,P,85,21,85,4,IL,SF,N,0
F112Q2011298,1147,787,N,0,1,P,52,49,52,4,IL,SF,C,0
F112Q2010125,1148,743,Y,25,1,P,90,33,90,4,TX,PU,P,0
F112Q2010516,1149,757,N,0,1,P,80,32,80,4,NY,SF,P,0
F112Q2010088,1150,745,N,0,1,P,12,41,12,4,CA,PU,C,0
F112Q2012950,1151,772,N,0,1,P,80,35,62,4,IL,SF,N,0
F112Q2012239,1152,789,N,0,1,I,48,45,48,4,CA,SF,N,0
F112Q2011053,1153,785,N,30,1,P,95,25,95,4,MI,SF,P,0
F112Q2008944,1154,709,Y,0,1,P,72,33,72,4,DC,PU,P,0
F112Q2009393,1155,718,N,0,1,P,50,33,50,4,CT,SF,C,0
F112Q2009375,1156,752,N,0,1,P,95,39,80,4,ID,SF,P,0
F112Q2010967,1157,794,N,0,1,P,80,24,80,4,OH,SF,P,0
F112Q2011885,1158,768,N,30,1,P,95,36,95,4,WI,SF,P,0
F112Q2012935,1159,785,N,0,1,P,79,44,79,4,WA,PU,N,0
F112Q2011048,1160,735,N,0,1,P,66,41,66,4,IL,SF,C,0
F112Q2010333,1161,779,N,30,1,P,94,33,94,4,NC,PU,N,0
F112Q2010993,1162,782,N,0,1,P,50,33,50,4,IN,SF,N,0
F112Q2012205,1163,769,N,0,1,P,29,48,29,4,MA,SF,C,0
F112Q2009470,1164,730,N,0,1,P,77,36,67,4,NM,SF,P,0
F112Q2008640,1165,732,N,0,1,P,80,30,80,4,IL,SF,N,0
F112Q2009061,1166,809,N,0,1,I,75,6,75,4,RI,CO,C,0
F112Q2009951,1167,761,N,30,1,P,95,29,95,4,IL,SF,P,0
F112Q2009237,1168,810,N,0,1,P,56,39,56,4,IL,SF,N,0
F112Q2009136,1169,714,N,0,1,P,54,38,54,4,MD,SF,N,0
F112Q2012998,1170,790,N,0,1,P,74,23,74,4,OR,PU,N,0
F112Q2011135,1171,770,N,0,1,P,55,28,55,4,OH,PU,P,0
F112Q2012548,1172,766,N,25,1,P,90,22,90,4,IN,SF,N,0
F112Q2012801,1173,769,N,0,1,P,77,41,59,4,VT,SF,C,0
F112Q2011931,1174,791,N,0,1,P,75,44,75,4,CA,SF,N,0
F112Q2009076,1175,768,N,30,1,P,92,44,92,5,MO,PU,N,0
F112Q2009475,1176,797,N,0,1,P,57,27,56,4,MS,SF,N,0
F112Q2010531,1177,779,N,30,1,P,95,42,95,4,NY,CO,P,0
F112Q2012381,1178,787,N,0,1,P,75,27,75,4,WI,SF,C,0
F112Q2008059,1179,759,Y,0,1,P,75,41,75,4,CA,CO,P,0
F112Q2010675,1180,719,N,0,1,P,80,38,80,4,MN,SF,N,0
F112Q2010996,1181,783,N,0,1,P,60,47,60,4,IN,SF,C,0
F112Q2009412,1182,806,N,0,1,P,37,46,37,4,WA,SF,N,0
F112Q2009989,1183,734,N,0,1,P,70,36,70,4,TN,CO,N,1
F112Q2011628,1184,797,N,0,1,P,76,18,76,4,MA,SF,N,0
F112Q2011933,1185,796,N,0,1,P,49,43,49,4,NY,SF,P,0
F112Q2011613,1186,776,N,0,1,I,75,39,75,5,CA,SF,C,0
F112Q2008836,1187,750,N,0,1,P,68,50,68,4,CA,SF,C,0
F112Q2009401,1188,758,N,30,1,P,95,36,95,4,TX,PU,P,0
F112Q2008799,1189,795,N,0,1,P,27,40,27,4,CA,SF,C,0
F112Q2008934,1190,728,Y,30,1,P,95,36,95,4,NH,PU,P,0
F112Q2009356,1191,807,N,0,1,P,80,18,80,4,OH,SF,C,0
F112Q2012584,1192,721,Y,25,1,P,90,34,90,4,OR,SF,P,0
F112Q2012443,1193,726,Y,0,1,P,80,27,80,4,NH,SF,P,0
F112Q2012569,1194,702,N,0,1,S,75,32,75,4,NY,SF,C,0
F112Q2008742,1195,775,N,0,1,I,71,23,71,4,OR,PU,P,0
F112Q2010818,1196,797,N,0,1,P,69,43,69,4,IL,SF,C,0
F112Q2009480,1197,730,N,0,1,P,45,26,45,4,KY,SF,C,0
F112Q2010939,1198,740,N,0,1,P,76,27,76,4,IN,SF,N,0
F112Q2008805,1199,752,N,0,1,P,88,28,46,4,CA,SF,N,0
F112Q2011066,1200,772,Y,0,1,P,80,40,80,4,OH,PU,P,0
F112Q2012066,1201,786,N,0,1,P,80,38,80,4,CA,SF,P,0
F112Q2012277,1202,787,N,0,1,P,90,22,80,5,IN,PU,N,0
F112Q2009210,1203,768,N,30,1,P,95,31,95,4,KY,PU,P,0
F112Q2009804,1204,761,N,0,1,P,80,8,80,4,WI,SF,N,0
F112Q2012985,1205,724,N,0,1,P,40,28,40,4,CO,SF,N,0
F112Q2008910,1206,700,N,0,1,P,59,34,59,4,GU,SF,N,0
F112Q2008248,1207,759,N,0,1,P,67,27,67,4,KY,PU,C,0
F112Q2009726,1208,792,N,0,1,P,79,28,79,4,MD,PU,C,0
F112Q2012214,1209,697,N,0,1,P,70,24,70,4,VT,SF,N,0
F112Q2010550,1210,786,N,0,1,P,78,37,78,4,CA,SF,N,0
F112Q2010111,1211,775,N,0,1,P,64,36,64,4,IL,SF,N,0
F112Q2008585,1212,754,N,0,1,P,80,41,70,4,IN,PU,N,0
F112Q2012028,1213,805,N,0,1,P,60,46,60,4,CA,SF,N,0
F112Q2009255,1214,718,N,0,1,P,68,48,68,4,CA,SF,C,0
F112Q2009959,1215,762,N,0,1,P,80,22,80,4,OR,PU,P,0
F112Q2010623,1216,797,N,0,1,P,87,42,33,4,CA,SF,N,0
F112Q2010229,1217,781,N,0,1,P,54,9,54,4,NC,PU,N,0
F112Q2012368,1218,798,N,0,1,P,75,22,75,4,HI,CO,N,0
F112Q2011214,1219,752,N,0,1,I,80,33,80,5,OH,SF,P,0
F112Q2012623,1220,682,N,0,1,P,70,45,70,4,ME,SF,N,0
F112Q2008958,1221,727,N,25,1,P,84,28,84,4,KY,SF,N,0
F112Q2008015,1222,737,N,30,1,P,91,43,91,5,CO,SF,N,0
F112Q2010266,1223,681,N,25,1,P,87,26,87,4,TN,SF,N,0
F112Q2009043,1224,711,N,0,1,P,72,43,72,4,PA,SF,N,0
F112Q2012754,1225,794,N,0,1,P,53,44,53,4,MO,CO,N,0
F112Q2012063,1226,792,N,0,1,P,59,42,59,4,WA,SF,N,0
F112Q2010338,1227,806,N,0,1,P,74,24,74,4,MA,SF,N,0
F112Q2008812,1228,813,N,0,1,P,46,29,46,4,CA,PU,N,0
F112Q2012255,1229,775,N,0,1,P,80,44,80,4,CA,CO,N,0
F112Q2010858,1230,790,N,0,1,P,42,41,42,4,NC,SF,C,0
F112Q2009649,1231,769,N,0,1,I,75,31,75,4,CA,SF,P,0
F112Q2010369,1232,798,N,0,1,P,24,11,24,4,VT,CO,N,0
F112Q2012351,1233,764,N,0,1,P,73,29,73,4,VA,PU,N,0
F112Q2011167,1234,775,N,0,1,P,54,33,54,4,NC,CO,N,0
F112Q2011780,1235,775,Y,0,1,P,69,16,69,4,PA,SF,P,0
F112Q2010448,1236,727,N,0,1,P,49,40,37,4,CA,SF,N,0
F112Q2009366,1237,717,N,0,1,P,78,47,78,4,NJ,PU,P,0
F112Q2008202,1238,676,N,0,1,P,50,25,50,4,CT,SF,C,0
F112Q2010033,1239,770,N,0,1,S,80,22,80,5,ID,SF,P,1
F112Q2010539,1240,798,N,0,1,P,80,16,80,4,WI,SF,N,0
F112Q2011384,1241,803,N,0,1,P,37,47,36,4,NJ,SF,N,0
F112Q2010292,1242,696,Y,25,1,P,89,28,89,4,PA,SF,P,0
F112Q2010555,1243,781,N,0,1,P,80,22,80,4,MN,SF,N,0
F112Q2009220,1244,667,Y,30,1,P,95,30,95,5,ID,PU,P,0
F112Q2011940,1245,766,N,0,1,P,71,18,71,4,MO,SF,C,0
F112Q2009419,1246,685,N,0,1,S,83,39,79,5,IA,SF,N,0
F112Q2010880,1247,728,Y,25,1,P,90,15,90,4,MI,SF,P,0
F112Q2008865,1248,759,N,0,1,P,78,29,78,4,HI,SF,N,0
F112Q2010917,1249,646,N,0,1,P,56,31,56,4,IN,PU,C,0
F112Q2009562,1250,760,N,25,1,P,87,37,87,4,MN,SF,N,0
F112Q2011001,1251,695,Y,0,1,P,80,40,80,4,PA,PU,P,0
F112Q2011598,1252,770,N,25,1,P,89,22,89,4,MN,SF,N,0
F112Q2008570,1253,798,N,0,1,P,71,32,71,4,NY,SF,N,0
F112Q2008882,1254,730,N,0,1,P,80,37,75,4,CA,PU,N,0
F112Q2008461,1255,777,N,0,1,P,15,15,15,4,CA,SF,C,0
F112Q2009138,1256,754,N,0,1,P,78,48,78,4,WI,SF,C,0
F112Q2010970,1257,783,N,25,1,P,88,29,88,4,OH,SF,P,0
F112Q2008625,1258,662,N,0,1,P,60,41,60,4,MA,SF,N,0
F112Q2010376,1259,774,N,25,1,P,92,37,92,4,MA,SF,N,0
F112Q2009160,1260,747,N,0,1,P,80,36,80,4,MO,PU,C,1
F112Q2011026,1261,748,N,0,1,P,69,24,69,4,FL,PU,P,0
F112Q2011845,1262,803,N,0,1,P,73,47,73,4,AR,SF,N,0
F112Q2012455,1263,735,N,0,1,P,77,40,77,4,VA,SF,N,0
F112Q2012535,1264,737,N,0,1,P,69,36,69,4,MA,SF,C,0
F112Q2009853,1265,775,N,0,1,P,66,40,66,4,MA,SF,C,0
F112Q2011817,1266,808,N,0,1,P,67,26,67,4,NY,SF,C,0
F112Q2012513,1267,770,N,12,1,P,85,31,85,4,OH,PU,P,0
F112Q2010276,1268,696,N,0,1,P,86,38,71,4,GA,SF,N,0
F112Q2010862,1269,745,N,0,1,S,54,49,54,4,MI,SF,C,0
F112Q2008504,1270,794,N,0,1,P,49,35,49,4,CA,SF,N,0
F112Q2008336,1271,784,N,0,1,P,78,43,78,4,MO,PU,N,0
F112Q2010387,1272,725,Y,0,1,P,70,43,70,4,AZ,SF,P,0
F112Q2012170,1273,806,N,0,1,P,68,23,68,4,MN,SF,C,0
F112Q2011279,1274,716,N,0,1,P,80,27,80,4,GA,PU,P,0
F112Q2012830,1275,743,N,0,1,P,80,40,80,4,WA,SF,N,0
F112Q2012133,1276,747,N,30,1,P,95,44,95,4,MN,SF,P,0
F112Q2011378,1277,698,N,0,1,P,65,24,65,4,NC,PU,C,0
F112Q2012061,1278,791,N,0,1,P,63,43,63,4,AZ,PU,N,0
F112Q2011113,1279,731,Y,0,1,P,80,34,80,4,IL,SF,P,0
F112Q2011055,1280,795,N,0,1,P,75,22,75,4,IL,SF,C,0
F112Q2010723,1281,753,N,0,1,P,79,16,53,4,PA,SF,N,0
F112Q2008696,1282,787,N,25,1,P,90,45,90,4,VA,PU,P,0
F112Q2011190,1283,720,N,0,1,P,80,38,80,4,NC,PU,P,0
F112Q2010739,1284,800,N,0,1,I,75,39,75,5,NJ,SF,N,0
F112Q2012852,1285,772,N,0,1,P,69,43,69,4,WI,SF,C,0
F112Q2009051,1286,716,N,0,1,P,80,42,80,4,IL,SF,C,0
F112Q2012571,1287,792,N,0,1,P,80,34,80,4,MN,SF,P,0
F112Q2008530,1288,802,Y,0,1,P,78,27,78,4,OH,SF,P,0
F112Q2011085,1289,789,N,0,1,P,72,41,72,4,NJ,SF,N,0
F112Q2012510,1290,685,N,25,1,P,90,40,90,4,ME,SF,N,0
F112Q2012982,1291,677,N,0,1,P,44,50,24,4,CA,SF,N,0
F112Q2008990,1292,788,N,0,1,P,55,45,55,4,VT,SF,N,0
F112Q2010076,1293,798,N,25,1,P,90,24,90,4,CA,SF,P,0
F112Q2010631,1294,787,Y,0,1,P,80,47,80,4,HI,CO,P,0
F112Q2009630,1295,764,N,0,1,I,80,46,80,5,FL,SF,P,0
F112Q2011587,1296,646,N,0,1,P,80,29,80,5,GA,SF,P,0
F112Q2009211,1297,730,N,0,1,P,80,9,80,5,ID,MH,P,0
F112Q2010765,1298,724,N,0,2,I,75,42,75,5,GA,SF,N,0
F112Q2012388,1299,785,N,0,1,P,51,23,47,4,CA,SF,N,0
F112Q2010209,1300,805,N,0,1,P,80,27,80,4,CA,SF,N,0
F112Q2010647,1301,696,N,0,1,P,68,28,62,4,MA,SF,N,0
F112Q2010748,1302,783,N,0,1,P,80,21,80,4,CT,SF,N,0
F112Q2010224,1303,754,N,0,1,P,80,43,80,4,CA,SF,P,0
F112Q2009449,1304,755,N,0,1,P,80,35,80,4,VT,SF,N,0
F112Q2008294,1305,788,N,0,1,P,63,50,63,4,CO,SF,C,0
F112Q2010667,1306,763,N,0,1,S,80,15,80,4,FL,PU,P,0
F112Q2008912,1307,716,N,0,1,P,75,27,75,4,HI,CO,C,0
F112Q2011101,1308,714,N,0,1,P,70,26,70,4,KY,PU,N,0
F112Q2012647,1309,727,N,0,1,P,69,39,69,4,CT,SF,C,0
F112Q2009628,1310,720,N,0,1,S,70,38,70,4,FL,CO,P,0
F112Q2008373,1311,732,N,30,1,P,95,22,95,4,TN,PU,P,0
F112Q2010036,1312,766,N,0,1,P,31,16,31,4,CA,PU,N,0
F112Q2011798,1313,758,N,25,1,P,90,41,90,4,WA,SF,P,1
F112Q2010230,1314,772,N,0,1,I,67,22,67,4,ID,SF,N,0
F112Q2008709,1315,792,N,0,1,P,63,18,63,4,VT,SF,N,0
F112Q2008311,1316,733,N,12,1,P,85,30,85,4,IA,SF,N,0
F112Q2008716,1317,764,N,0,1,P,80,33,80,4,ME,SF,P,0
F112Q2011926,1318,709,N,0,1,P,79,33,79,5,VA,SF,N,0
F112Q2008255,1319,804,N,0,1,P,80,25,80,4,KY,SF,N,0
F112Q2010156,1320,786,Y,30,1,P,95,34,95,4,UT,SF,P,0
F112Q2011731,1321,814,N,0,1,P,75,26,75,4,OH,SF,N,0
F112Q2010834,1322,704,Y,30,1,P,93,42,93,4,CT,SF,P,0
F112Q2010983,1323,804,N,0,1,S,33,47,33,4,MA,SF,P,0
F112Q2011427,1324,779,N,0,1,P,65,41,65,4,CA,SF,N,0
F112Q2008154,1325,772,N,0,1,P,90,45,69,4,MA,CO,P,1
F112Q2008901,1326,684,Y,0,1,P,75,42,75,4,CA,SF,P,0
F112Q2009691,1327,757,N,0,1,S,80,33,80,4,HI,SF,P,0
F112Q2008269,1328,769,N,0,1,P,79,20,79,4,NE,SF,P,0
F112Q2008404,1329,738,Y,25,1,P,90,27,90,4,CO,PU,P,0
F112Q2009785,1330,807,N,0,1,P,80,23,80,4,MA,SF,N,0
F112Q2012651,1331,679,N,0,1,S,80,43,80,4,KY,SF,P,0
F112Q2011494,1332,787,N,0,1,P,75,41,75,4,GA,PU,P,0
F112Q2009179,1333,806,N,0,1,P,74,34,74,4,MA,SF,C,0
F112Q2010995,1334,786,N,0,1,P,80,35,80,4,NC,PU,P,0
F112Q2012780,1335,715,N,0,1,P,60,45,60,4,CA,SF,C,0
F112Q2009720,1336,710,Y,12,1,P,85,21,85,4,VA,PU,P,0
F112Q2010121,1337,784,N,0,1,P,55,27,55,5,WA,PU,C,0
F112Q2009011,1338,794,N,0,1,P,80,28,80,4,PA,SF,C,0
F112Q2008720,1339,790,N,0,1,P,75,48,75,4,MD,SF,C,0
F112Q2008357,1340,766,N,25,1,P,90,35,90,4,WI,PU,P,0
F112Q2010141,1341,813,N,0,2,P,53,42,53,4,TX,SF,N,0
F112Q2011695,1342,770,N,0,1,P,80,36,80,4,NY,SF,P,0
F112Q2009003,1343,781,N,0,1,P,54,47,54,4,MA,SF,N,0
F112Q2009599,1344,797,N,0,1,P,59,22,59,4,VA,PU,C,0
F112Q2008853,1345,798,N,25,1,P,90,48,90,4,AZ,SF,P,0
F112Q2009024,1346,780,N,0,1,P,49,50,49,4,MA,SF,P,0
F112Q2011905,1347,784,N,0,1,I,75,42,75,4,ND,SF,P,0
F112Q2011669,1348,795,N,0,1,P,72,18,53,4,CA,SF,N,0
F112Q2010703,1349,745,N,0,1,P,80,18,80,4,NM,SF,C,0
F112Q2012386,1350,793,N,0,1,P,64,25,64,4,CA,SF,N,0
F112Q2011082,1351,813,N,0,1,P,80,40,80,4,MI,PU,P,0
F112Q2009947,1352,778,N,25,1,P,87,24,87,4,WI,SF,N,0
F112Q2010971,1353,785,N,0,1,S,78,15,78,4,KY,SF,N,0
F112Q2011605,1354,797,N,0,2,I,60,38,60,4,IL,SF,C,0
F112Q2009245,1355,811,N,0,1,P,80,23,80,4,MA,SF,P,0
F112Q2010891,1356,797,N,0,1,I,75,26,75,4,OH,SF,N,0
F112Q2012299,1357,803,N,0,1,P,76,32,75,4,OR,PU,N,0
F112Q2011782,1358,798,N,25,1,P,88,40,88,4,GU,SF,N,0
F112Q2011003,1359,799,N,0,1,P,69,14,69,4,OH,SF,N,0
F112Q2011719,1360,782,N,25,1,P,92,39,92,4,OK,PU,P,0
F112Q2008815,1361,720,Y,0,1,P,80,28,80,4,OK,PU,P,0
F112Q2011342,1362,753,N,0,1,P,90,39,80,4,IL,SF,P,0
F112Q2008384,1363,719,N,0,1,P,70,33,70,4,IA,SF,N,0
F112Q2008306,1364,793,N,0,1,P,73,19,73,4,WI,SF,P,0
F112Q2009953,1365,739,N,0,1,P,80,33,80,4,WI,SF,P,0
F112Q2011431,1366,699,N,0,1,P,80,21,80,4,TX,PU,P,0
F112Q2010397,1367,769,N,0,1,P,64,27,64,4,MA,SF,N,0
F112Q2010762,1368,724,N,0,2,I,75,42,75,5,GA,SF,N,0
F112Q2008851,1369,789,N,0,1,I,80,40,80,5,CA,SF,P,0
F112Q2008148,1370,793,N,0,1,P,73,26,73,4,KY,SF,N,1
F112Q2008038,1371,804,N,0,1,P,80,23,80,4,MA,CO,N,0
F112Q2010599,1372,751,N,0,1,P,67,23,67,4,MD,SF,N,0
F112Q2009534,1373,665,N,0,1,P,80,24,80,5,TX,PU,P,0
F112Q2009186,1374,780,N,0,1,P,76,33,76,4,NY,SF,C,0
F112Q2009558,1375,751,Y,0,1,P,80,39,80,4,FL,SF,P,0
F112Q2011446,1376,820,N,0,1,P,65,47,65,4,CO,SF,N,0
F112Q2012744,1377,769,N,0,1,P,70,24,70,4,CA,SF,N,0
F112Q2009935,1378,761,N,0,1,P,75,37,75,4,MN,PU,P,0
F112Q2012284,1379,753,N,0,1,P,80,38,80,4,WY,SF,C,0
F112Q2010150,1380,728,Y,30,1,P,95,31,95,4,TX,SF,P,0
F112Q2008680,1381,753,N,0,1,P,34,38,34,5,VA,SF,C,0
F112Q2008061,1382,755,N,30,1,P,95,26,95,4,MN,SF,N,0
F112Q2008004,1383,766,N,0,1,S,78,43,78,4,NY,SF,P,0
F112Q2009744,1384,747,N,0,1,I,72,38,72,4,MI,SF,N,0
F112Q2009046,1385,683,N,0,1,P,43,11,43,4,MD,SF,C,0
F112Q2009156,1386,725,N,0,1,P,80,19,80,4,ND,SF,P,0
F112Q2008488,1387,694,N,0,1,S,80,39,80,5,RI,CO,P,0
F112Q2012495,1388,777,N,0,1,P,80,35,75,4,VA,SF,P,0
F112Q2012409,1389,791,N,0,1,I,75,45,75,4,AZ,SF,N,0
F112Q2011164,1390,803,N,0,1,P,49,38,49,4,MI,SF,P,0
F112Q2010582,1391,795,Y,0,1,P,90,19,66,4,CO,SF,P,0
F112Q2011430,1392,788,N,0,1,P,78,35,78,4,OH,SF,P,0
F112Q2011927,1393,713,N,0,1,S,80,38,80,4,ME,SF,P,0
F112Q2008452,1394,802,Y,0,1,P,80,23,80,4,OR,SF,P,0
F112Q2010999,1395,810,N,0,1,P,80,34,80,4,IN,SF,P,0
F112Q2008316,1396,815,N,0,1,P,69,18,69,4,CO,PU,N,0
F112Q2011811,1397,728,Y,0,1,P,80,20,80,4,IN,SF,P,0
F112Q2008671,1398,746,Y,0,1,P,75,20,75,4,FL,PU,P,0
F112Q2011660,1399,797,N,0,1,P,75,37,75,4,IN,PU,C,0
F112Q2009916,1400,780,N,0,1,P,75,46,75,4,IA,SF,N,0
F112Q2008193,1401,726,N,0,1,P,74,40,74,4,NC,SF,P,0
F112Q2011233,1402,807,N,0,1,P,56,41,56,4,ME,SF,N,0
F112Q2011266,1403,705,Y,0,1,P,80,25,80,4,OH,SF,P,0
F112Q2011198,1404,779,N,0,1,P,65,17,65,4,FL,SF,C,0
F112Q2012103,1405,799,N,0,1,P,48,19,48,4,HI,SF,C,0
F112Q2010968,1406,778,Y,30,1,P,95,32,95,4,KY,PU,P,0
F112Q2011307,1407,774,N,0,1,P,80,21,80,4,PA,SF,C,0
F112Q2009269,1408,791,N,0,1,P,80,23,80,4,NC,SF,P,0
F112Q2012653,1409,806,N,0,1,P,48,9,48,4,KY,SF,N,0
F112Q2008445,1410,802,N,0,1,P,80,28,80,4,ME,SF,N,1
F112Q2011357,1411,797,N,25,1,P,90,23,90,4,GA,SF,N,0
F112Q2012617,1412,808,N,0,1,P,80,16,80,4,IA,SF,P,0
F112Q2010663,1413,688,N,0,1,S,42,33,42,4,ME,SF,C,0
F112Q2009300,1414,789,N,0,1,P,51,35,51,4,MD,SF,N,0
F112Q2012799,1415,766,N,0,1,P,47,19,47,4,CT,SF,N,0
F112Q2010981,1416,759,Y,30,1,P,95,45,95,4,IN,SF,P,0
F112Q2008883,1417,787,N,0,1,P,32,5,32,4,UT,SF,N,0
F112Q2010153,1418,796,N,0,1,I,75,8,75,5,TX,SF,C,0
F112Q2011417,1419,806,N,0,1,P,43,21,43,4,IN,SF,N,0
F112Q2011436,1420,751,N,30,1,P,95,29,95,4,MI,SF,N,0
F112Q2009170,1421,799,N,0,1,P,63,30,63,4,OH,SF,N,0
F112Q2008482,1422,773,N,0,1,P,39,18,39,4,OH,SF,C,0
F112Q2009884,1423,800,N,0,1,P,80,19,80,4,IA,SF,P,0
F112Q2011142,1424,793,N,0,1,S,79,14,79,4,CO,PU,N,0
F112Q2012810,1425,775,N,0,1,P,41,21,41,4,CT,SF,P,0
F112Q2009569,1426,759,Y,0,1,P,80,43,80,5,CA,SF,P,0
F112Q2012282,1427,804,N,0,1,P,80,44,80,5,OR,SF,C,0
F112Q2010551,1428,776,N,0,1,P,60,38,60,4,CA,SF,C,0
F112Q2011547,1429,680,N,0,1,P,69,26,69,5,KY,SF,C,0
F112Q2008293,1430,807,N,0,1,P,44,31,44,4,CO,PU,C,0
F112Q2012233,1431,788,N,0,1,P,62,37,62,4,FL,PU,N,0
F112Q2008895,1432,774,N,0,1,P,64,33,50,4,CA,SF,N,0
F112Q2011806,1433,698,Y,25,1,P,90,42,90,4,RI,SF,P,0
F112Q2012803,1434,778,N,25,1,P,90,26,90,4,CT,SF,P,0
F112Q2009666,1435,767,N,0,1,P,66,37,66,4,OR,SF,N,0
F112Q2012897,1436,791,N,0,1,P,47,34,30,4,IL,SF,N,0
F112Q2012717,1437,812,N,0,1,P,80,23,80,4,CA,SF,P,0
F112Q2009968,1438,770,Y,25,1,P,90,45,90,4,MD,SF,P,0
F112Q2008206,1439,752,N,0,1,P,90,44,80,4,MA,SF,N,0
F112Q2008881,1440,801,N,0,1,I,75,33,75,4,WA,PU,P,0
